"scientific_name","full_name","AphiaID","common_name","flag","comment","quantity","use_method_cov","run_initiated","run_completed","run_time","models","num_presence","num_absence","run_name","observation_methods","method_predict_to","mean_TSS_ensemble","mean_TSS_all_submodels","metric_select_and_weight","metric_binary","short_name","output_repo","kept_algos","n_kept_algos"
"Ulothrix.zonata","Ulothrix zonata",NA,NA,"green","",233,FALSE,1,1,0.886708029707273,"RF, XGBOOST, GAM",233,11552,"run3_macrophytes",NA,NA,0.895750207239569,0.699,"TSS","TSS","Ulothrix.zonata","macrophytes","RF,XGBOOST,GAM",3
"Ulva.lactuca","Ulva lactuca",145984,"sea lettuce","green","",224,FALSE,1,1,0.855689219964875,"RF, XGBOOST, GAM",224,10959,"run3_macrophytes",NA,NA,0.954758718572587,0.795666666666667,"TSS","TSS","Ulva.lactuca","macrophytes","RF,XGBOOST,GAM",3
"Ulva.linza","Ulva linza",234474,NA,"yellow","Low number of positive cases (presences) in model training data.",93,FALSE,1,1,0.612617626123958,"RF, XGBOOST, GAM",93,4605,"run3_macrophytes",NA,NA,0.958420481170353,0.697866666666667,"TSS","TSS","Ulva.linza","macrophytes","RF,XGBOOST,GAM",3
"Ulva.prolifera","Ulva prolifera",234476,NA,"yellow","Potential underprediction at Swedish east coast Baltic Proper.",359,FALSE,1,1,0.857713024417559,"RF, XGBOOST, GAM",359,17473,"run3_macrophytes",NA,NA,0.946938483547926,0.835,"TSS","TSS","Ulva.prolifera","macrophytes","RF,XGBOOST,GAM",3
"Urospora.penicilliformis","Urospora penicilliformis",144420,NA,"yellow","High occurrence at Estonia probably a model artefact. Low number of positive cases (presences) in model training data.",148,FALSE,1,1,0.718952658640014,"RF, XGBOOST, GAM",148,7344,"run3_macrophytes",NA,NA,0.979714091218516,0.716466666666667,"TSS","TSS","Urospora.penicilliformis","macrophytes","RF,XGBOOST,GAM",3
"Utricularia.vulgaris","Utricularia vulgaris",NA,NA,"green","",188,FALSE,1,1,0.712444456418355,"RF, XGBOOST, GAM",188,9331,"run3_macrophytes",NA,NA,0.940875500648728,0.7302,"TSS","TSS","Utricularia.vulgaris","macrophytes","RF,XGBOOST,GAM",3
"Vaucheria","Vaucheria",144303,NA,"green","",963,FALSE,1,1,0.84939092417558,"RF, XGBOOST, GAM",963,17944,"run3_macrophytes",NA,NA,0.697174584979724,0.486466666666667,"TSS","TSS","Vaucheria","macrophytes","XGBOOST,GAM",2
"Vertebrata.byssoides","Vertebrata byssoides",631828,NA,"green","",419,FALSE,1,1,0.774898576935132,"RF, XGBOOST, GAM",419,16275,"run3_macrophytes",NA,NA,0.973041474654378,0.8086,"TSS","TSS","Vertebrata.byssoides","macrophytes","RF,XGBOOST,GAM",3
"Vertebrata.fucoides","Vertebrata fucoides",637672,NA,"green","",2955,FALSE,1,1,1.23526566949156,"RF, XGBOOST, GAM",2955,14186,"run3_macrophytes",NA,NA,0.838667427700313,0.586066666666667,"TSS","TSS","Vertebrata.fucoides","macrophytes","RF,XGBOOST,GAM",3
"Zannichellia.major","Zannichellia major",715997,NA,"green","",448,TRUE,1,1,0.943322638604376,"RF, XGBOOST, GAM",448,16307,"run3_macrophytes","DE,DK,EE,FI,LT,PL,SE","FI",0.76263518348155,0.403866666666667,"TSS","TSS","Zannichellia.major","macrophytes","XGBOOST,GAM",2
"Zannichellia.palustris","Zannichellia palustris",416222,"horned pondweed","green","",2151,TRUE,1,1,1.7558317413595,"RF, XGBOOST, GAM",2151,27553,"run3_macrophytes","DE,DK,EE,FI,LT,PL,SE","SE",0.785352930502631,0.483533333333333,"TSS","TSS","Zannichellia.palustris","macrophytes","RF,XGBOOST",2
"Zostera.marina","Zostera marina",495077,"eel grass; eelgrass","green","",2984,FALSE,1,1,1.07176181058089,"RF, XGBOOST, GAM",2984,13842,"run3_macrophytes",NA,NA,0.879005092901889,0.7614,"TSS","TSS","Zostera.marina","macrophytes","RF,XGBOOST,GAM",3
"Zygnema","Zygnema",NA,NA,"yellow","Low number of positive cases (presences) in model training data.",120,FALSE,1,1,0.698762393063969,"RF, XGBOOST, GAM",120,5947,"run3_macrophytes",NA,NA,0.874432296047098,0.544666666666667,"TSS","TSS","Zygnema","macrophytes","RF,GAM,XGBOOST",3
