"scientific_name","full_name","AphiaID","common_name","flag","comment","quantity","use_method_cov","run_initiated","run_completed","run_time","models","num_presence","num_absence","run_name","observation_methods","method_predict_to","mean_TSS_ensemble","mean_TSS_all_submodels","metric_select_and_weight","metric_binary","short_name","output_repo","kept_algos","n_kept_algos"
"Scolelepis.squamata","Scolelepis squamata",157566,NA,"red","Low number of positive cases (presences) in model training data.",71,FALSE,1,1,0.887895135018561,"RF, XGBOOST, GAM",71,15600,"run3_invertebrates",NA,NA,0.770842490842491,0.421266666666667,"TSS","TSS","Scolelepis.squamata","invertebrates","RF,GAM",2
"Scolelepis.tridentata","Scolelepis tridentata",131178,NA,"red","Low number of positive cases (presences) in model training data.",54,FALSE,1,1,0.785246839192179,"RF, XGBOOST, GAM",54,13454,"run3_invertebrates",NA,NA,0.882031012465795,0.539733333333333,"TSS","TSS","Scolelepis.tridentata","invertebrates","RF,GAM,XGBOOST",3
"Scoloplos.armiger","Scoloplos armiger",130537,"armored bristleworm; bristleworm","green","",7768,FALSE,1,1,1.56800243384308,"RF, XGBOOST, GAM",7768,21189,"run3_invertebrates",NA,NA,0.707747152532429,0.5832,"TSS","TSS","Scoloplos.armiger","invertebrates","RF,XGBOOST,GAM",3
"Scrobicularia.plana","Scrobicularia plana",141424,"peppery furrow clam; peppery furrow shell","green","",276,FALSE,1,1,1.05398562060462,"RF, XGBOOST, GAM",276,22728,"run3_invertebrates",NA,NA,0.803733951925769,0.5672,"TSS","TSS","Scrobicularia.plana","invertebrates","RF,XGBOOST,GAM",3
"Sertularia.cupressina","Sertularia cupressina",117913,"sea cypress; sea cypress hydroid; squirrel's-tail hydroid; white weed; whiteweed; whiteweed hydroid","yellow","Low number of positive cases (presences) in model training data.",133,FALSE,1,1,0.673637606369125,"RF, XGBOOST, GAM",133,853,"run3_invertebrates",NA,NA,0.853801169590643,0.675666666666667,"TSS","TSS","Sertularia.cupressina","invertebrates","RF,XGBOOST,GAM",3
"Sigalion.mathildae","Sigalion mathildae",131072,NA,"red","",335,FALSE,1,1,0.837801936401261,"RF, XGBOOST, GAM",335,21239,"run3_invertebrates",NA,NA,0.982250470809793,0.9094,"TSS","TSS","Sigalion.mathildae","invertebrates","RF,XGBOOST,GAM",3
"Sphaerodorum.gracilis","Sphaerodorum gracilis",131100,NA,"yellow","Low number of positive cases (presences) in model training data.",48,FALSE,1,1,0.641437640852398,"RF, XGBOOST, GAM",48,1955,"run3_invertebrates",NA,NA,0.976470588235294,0.798,"TSS","TSS","Sphaerodorum.gracilis","invertebrates","RF,XGBOOST,GAM",3
"Sphaerosyllis.hystrix","Sphaerosyllis hystrix",131388,NA,"red","Low number of positive cases (presences) in model training data.",39,FALSE,1,1,0.681252609160211,"RF, XGBOOST, GAM",39,4711,"run3_invertebrates",NA,NA,0.944002123142251,0.629133333333333,"TSS","TSS","Sphaerosyllis.hystrix","invertebrates","RF,XGBOOST,GAM",3
"Spio.armata","Spio armata",131180,NA,"yellow","Low number of positive cases (presences) in model training data.",67,FALSE,1,1,0.81139570388529,"RF, XGBOOST, GAM",67,13187,"run3_invertebrates",NA,NA,0.902021527960095,0.523733333333333,"TSS","TSS","Spio.armata","invertebrates","RF,GAM,XGBOOST",3
"Spio.arndti","Spio arndti",596180,NA,"yellow","Low number of positive cases (presences) in model training data.",71,FALSE,1,1,0.656170914702945,"RF, XGBOOST, GAM",71,874,"run3_invertebrates",NA,NA,0.774857142857143,0.4412,"TSS","TSS","Spio.arndti","invertebrates","RF,GAM",2
"Spio.filicornis","Spio filicornis",131183,"bristleworm","green","",1412,FALSE,1,1,1.22081232468287,"RF, XGBOOST, GAM",1412,22871,"run3_invertebrates",NA,NA,0.724079673268893,0.604466666666667,"TSS","TSS","Spio.filicornis","invertebrates","RF,XGBOOST,GAM",3
"Spio.goniocephala","Spio goniocephala",131184,NA,"green","",341,FALSE,1,1,0.840760409765773,"RF, XGBOOST, GAM",341,12181,"run3_invertebrates",NA,NA,0.938317395923887,0.789666666666667,"TSS","TSS","Spio.goniocephala","invertebrates","RF,XGBOOST,GAM",3
"Spio.martinensis","Spio martinensis",131185,NA,"red","Low number of positive cases (presences) in model training data.",69,FALSE,1,1,0.887068944440948,"RF, XGBOOST, GAM",69,14486,"run3_invertebrates",NA,NA,0.79808669066522,0.464533333333333,"TSS","TSS","Spio.martinensis","invertebrates","RF,GAM,XGBOOST",3
"Spiophanes.bombyx","Spiophanes bombyx",131187,"bee spionid","green","",1690,FALSE,1,1,1.14138694253233,"RF, XGBOOST, GAM",1690,22739,"run3_invertebrates",NA,NA,0.851746004486009,0.785866666666667,"TSS","TSS","Spiophanes.bombyx","invertebrates","RF,XGBOOST,GAM",3
"Spiophanes.kroyeri","Spiophanes kroyeri",131188,NA,"red","",565,FALSE,1,1,0.957746868663364,"RF, XGBOOST, GAM",565,19936,"run3_invertebrates",NA,NA,0.922571809708988,0.841666666666667,"TSS","TSS","Spiophanes.kroyeri","invertebrates","RF,XGBOOST,GAM",3
"Spirorbis.corallinae","Spirorbis corallinae",334839,NA,"yellow","Low number of positive cases (presences) in model training data.",23,FALSE,1,1,0.677638304167324,"RF, XGBOOST, GAM",23,887,"run3_invertebrates",NA,NA,0.943502824858757,0.739133333333333,"TSS","TSS","Spirorbis.corallinae","invertebrates","RF,XGBOOST,GAM",3
"Spisula.subtruncata","Spisula subtruncata",140302,"cut surfclam; cut trough shell; subtruncate surf clam","green","",745,FALSE,1,1,1.14302062445217,"RF, XGBOOST, GAM",745,23952,"run3_invertebrates",NA,NA,0.780467977189615,0.4996,"TSS","TSS","Spisula.subtruncata","invertebrates","RF,XGBOOST,GAM",3
"Streblospio.shrubsolii","Streblospio shrubsolii",131193,NA,"green","",744,FALSE,1,1,1.14279282391071,"RF, XGBOOST, GAM",744,23860,"run3_invertebrates",NA,NA,0.754038940801206,0.61,"TSS","TSS","Streblospio.shrubsolii","invertebrates","RF,XGBOOST,GAM",3
"Streptosyllis.websteri","Streptosyllis websteri",131402,NA,"red","Low number of positive cases (presences) in model training data.",108,FALSE,1,1,0.80045038441817,"RF, XGBOOST, GAM",108,10608,"run3_invertebrates",NA,NA,0.81882443663782,0.452933333333333,"TSS","TSS","Streptosyllis.websteri","invertebrates","GAM,RF,XGBOOST",3
"Synchelidium.haplocheles","Synchelidium haplocheles",102924,NA,"red","Low number of positive cases (presences) in model training data.",88,FALSE,1,1,0.870731369720565,"RF, XGBOOST, GAM",88,15044,"run3_invertebrates",NA,NA,0.907588346072892,0.518866666666667,"TSS","TSS","Synchelidium.haplocheles","invertebrates","RF,XGBOOST,GAM",3
"Tanaissus.lilljeborgi","Tanaissus lilljeborgi",136486,NA,"green","",154,FALSE,1,1,0.854382462766435,"RF, XGBOOST, GAM",154,16631,"run3_invertebrates",NA,NA,0.908115919539115,0.5798,"TSS","TSS","Tanaissus.lilljeborgi","invertebrates","RF,GAM,XGBOOST",3
"Tellimya.ferruginosa","Tellimya ferruginosa",146952,"rusty Montagu shell","green","",706,FALSE,1,1,1.14710242443615,"RF, XGBOOST, GAM",706,24359,"run3_invertebrates",NA,NA,0.798799042727876,0.689666666666667,"TSS","TSS","Tellimya.ferruginosa","invertebrates","RF,XGBOOST,GAM",3
"Tellimya.tenella","Tellimya tenella",152397,NA,"yellow","Low number of positive cases (presences) in model training data.",91,FALSE,1,1,0.728582825859388,"RF, XGBOOST, GAM",91,4809,"run3_invertebrates",NA,NA,0.968814968814969,0.683333333333333,"TSS","TSS","Tellimya.tenella","invertebrates","RF,XGBOOST,GAM",3
"Terebellides.stroemii","Terebellides stroemii",131573,NA,"green","",682,FALSE,1,1,0.767596841653188,"RF, XGBOOST, GAM",682,4101,"run3_invertebrates",NA,NA,0.866886657101865,0.7852,"TSS","TSS","Terebellides.stroemii","invertebrates","RF,XGBOOST,GAM",3
"Tharyx.killariensis","Tharyx killariensis",152269,NA,"yellow","Low number of positive cases (presences) in model training data.",89,FALSE,1,1,0.725853473345439,"RF, XGBOOST, GAM",89,6545,"run3_invertebrates",NA,NA,0.715100585688821,0.429533333333333,"TSS","TSS","Tharyx.killariensis","invertebrates","GAM,RF",2
"Theodoxus.fluviatilis","Theodoxus fluviatilis",NA,NA,"green","",861,FALSE,1,1,1.0500482619471,"RF, XGBOOST, GAM",861,21293,"run3_invertebrates",NA,NA,0.916224738856703,0.849333333333333,"TSS","TSS","Theodoxus.fluviatilis","invertebrates","RF,XGBOOST,GAM",3
"Thracia.phaseolina","Thracia phaseolina",152378,"kidneybean thracia; paper thracia","green","",1000,FALSE,1,1,1.14775744080544,"RF, XGBOOST, GAM",1000,22988,"run3_invertebrates",NA,NA,0.796809482383645,0.6512,"TSS","TSS","Thracia.phaseolina","invertebrates","RF,XGBOOST,GAM",3
"Thyasira.flexuosa","Thyasira flexuosa",141662,"flexuose cleftclam; wavy hatchetclam; wavy hatchet-shell","green","",2197,FALSE,1,1,1.15501205947664,"RF, XGBOOST, GAM",2197,24135,"run3_invertebrates",NA,NA,0.829974238492383,0.780266666666667,"TSS","TSS","Thyasira.flexuosa","invertebrates","RF,XGBOOST,GAM",3
"Thysanocardia.procera","Thysanocardia procera",136063,NA,"red","Low number of positive cases (presences) in model training data.",52,FALSE,1,1,0.701008736689886,"RF, XGBOOST, GAM",52,4247,"run3_invertebrates",NA,NA,0.983745583038869,0.835733333333333,"TSS","TSS","Thysanocardia.procera","invertebrates","RF,XGBOOST,GAM",3
"Travisia.forbesii","Travisia forbesii",130512,NA,"red","",306,FALSE,1,1,0.99856980337037,"RF, XGBOOST, GAM",306,20487,"run3_invertebrates",NA,NA,0.91361291948927,0.67,"TSS","TSS","Travisia.forbesii","invertebrates","RF,XGBOOST,GAM",3
"Trichobranchus.roseus","Trichobranchus roseus",131575,NA,"green","",344,FALSE,1,1,0.904867843588193,"RF, XGBOOST, GAM",344,21645,"run3_invertebrates",NA,NA,0.95402091054265,0.850933333333333,"TSS","TSS","Trichobranchus.roseus","invertebrates","RF,XGBOOST,GAM",3
"Tritia.reticulata","Tritia reticulata",876821,"netted dog whelk; netted dogwhelk; netted nassa","red","",252,FALSE,1,1,0.745241113901138,"RF, XGBOOST, GAM",252,4221,"run3_invertebrates",NA,NA,0.780274881516588,0.458333333333333,"TSS","TSS","Tritia.reticulata","invertebrates","XGBOOST,GAM,RF",3
"Trochochaeta.multisetosa","Trochochaeta multisetosa",131576,NA,"green","",984,FALSE,1,1,1.21753670387798,"RF, XGBOOST, GAM",984,24754,"run3_invertebrates",NA,NA,0.666412056427097,0.4924,"TSS","TSS","Trochochaeta.multisetosa","invertebrates","RF,XGBOOST,GAM",3
"Tubificoides.benedii","Tubificoides benedii",137571,NA,"green","",4087,FALSE,1,1,1.45043349001143,"RF, XGBOOST, GAM",4087,20557,"run3_invertebrates",NA,NA,0.625518245671597,0.496333333333333,"TSS","TSS","Tubificoides.benedii","invertebrates","RF,XGBOOST,GAM",3
"Tubificoides.pseudogaster","Tubificoides pseudogaster",137582,NA,"yellow","Low number of positive cases (presences) in model training data.",16,FALSE,1,1,0.606383314993646,"RF, XGBOOST, GAM",16,456,"run3_invertebrates",NA,NA,0.982417582417582,0.777666666666667,"TSS","TSS","Tubificoides.pseudogaster","invertebrates","RF,XGBOOST,GAM",3
"Tubulanus.polymorphus","Tubulanus polymorphus",122637,NA,"green","",191,FALSE,1,1,0.693906265828345,"RF, XGBOOST, GAM",191,1598,"run3_invertebrates",NA,NA,0.866118421052632,0.6626,"TSS","TSS","Tubulanus.polymorphus","invertebrates","RF,XGBOOST,GAM",3
"Turritella.communis","Turritella communis",1381415,NA,"green","",645,FALSE,1,1,1.09064269191689,"RF, XGBOOST, GAM",645,23760,"run3_invertebrates",NA,NA,0.918128964059197,0.853,"TSS","TSS","Turritella.communis","invertebrates","RF,XGBOOST,GAM",3
"Upogebia.deltaura","Upogebia deltaura",107739,NA,"yellow","Low number of positive cases (presences) in model training data.",34,FALSE,1,1,0.73592346198029,"RF, XGBOOST, GAM",34,11401,"run3_invertebrates",NA,NA,0.881917293233083,0.466466666666667,"TSS","TSS","Upogebia.deltaura","invertebrates","GAM,RF,XGBOOST",3
"Upogebia.stellata","Upogebia stellata",107742,NA,"red","Low number of positive cases (presences) in model training data.",51,FALSE,1,1,0.758866220050388,"RF, XGBOOST, GAM",51,14692,"run3_invertebrates",NA,NA,0.927597004765146,0.606133333333333,"TSS","TSS","Upogebia.stellata","invertebrates","RF,GAM,XGBOOST",3
"Urothoe.elegans","Urothoe elegans",103228,NA,"red","Low number of positive cases (presences) in model training data.",45,FALSE,1,1,0.761273950801955,"RF, XGBOOST, GAM",45,13661,"run3_invertebrates",NA,NA,0.969472913616398,0.662066666666667,"TSS","TSS","Urothoe.elegans","invertebrates","RF,GAM,XGBOOST",3
"Urothoe.grimaldii","Urothoe grimaldii",103229,NA,"red","",191,FALSE,1,1,0.810296292172538,"RF, XGBOOST, GAM",191,20234,"run3_invertebrates",NA,NA,0.978996787744008,0.865866666666667,"TSS","TSS","Urothoe.grimaldii","invertebrates","RF,XGBOOST,GAM",3
"Virgularia.mirabilis","Virgularia mirabilis",128539,"common sea pen; elegant sea pen; sea rush; slender sea pen; slender sea-pen","green","",155,FALSE,1,1,0.908211029966672,"RF, XGBOOST, GAM",155,21207,"run3_invertebrates",NA,NA,0.896900457135034,0.6016,"TSS","TSS","Virgularia.mirabilis","invertebrates","RF,XGBOOST,GAM",3
"Walkeria.uva","Walkeria uva",111676,NA,"red","Low number of positive cases (presences) in model training data.",50,FALSE,1,1,0.663551128639115,"RF, XGBOOST, GAM",50,837,"run3_invertebrates",NA,NA,0.800119760479042,0.4744,"TSS","TSS","Walkeria.uva","invertebrates","GAM,RF,XGBOOST",3
"Westwoodilla.caecula","Westwoodilla caecula",102932,NA,"green","",187,FALSE,1,1,0.963972339166535,"RF, XGBOOST, GAM",187,20550,"run3_invertebrates",NA,NA,0.882629052410074,0.6464,"TSS","TSS","Westwoodilla.caecula","invertebrates","RF,XGBOOST,GAM",3
